image_file,mask_file,shape,cloud_coverage,mean_red,mean_green,mean_blue,mean_ir,std_red,std_green,std_blue,std_ir,corr_red_ir,corr_green_ir,corr_blue_ir
201987.tif,201987.tif,"(512, 512, 4)",1.0,6976.38,6505.04,6329.44,6494.72,2858.4,2628.8,2432.35,2317.18,0.995,0.9944,0.9877
202018.tif,202018.tif,"(512, 512, 4)",0.1008,638.49,972.75,1035.26,2858.07,857.76,759.96,748.79,627.2,0.7258,0.7267,0.5896
202078.tif,202078.tif,"(512, 512, 4)",1.0,6184.19,5854.64,5586.17,5688.38,3014.1,2815.43,2654.83,2277.03,0.9917,0.9938,0.9931
202093.tif,202093.tif,"(512, 512, 4)",0.1551,1384.82,1834.05,2418.33,2759.16,814.05,767.07,779.54,813.06,0.8657,0.9349,0.9867
202170.tif,202170.tif,"(512, 512, 4)",0.2872,693.12,938.39,775.95,2772.85,761.04,710.13,723.23,869.98,0.5581,0.6276,0.5428
202344.tif,202344.tif,"(512, 512, 4)",1.0,2012.72,1820.07,1642.9,1523.21,469.71,451.26,437.76,410.64,0.9975,0.9983,0.9976
202397.tif,202397.tif,"(512, 512, 4)",0.3499,1551.48,2008.04,2598.83,2939.3,1295.56,1247.45,1289.95,1356.19,0.8857,0.9505,0.9916
202430.tif,202430.tif,"(512, 512, 4)",0.8459,3158.15,3120.33,3132.27,3810.98,2823.56,2714.13,2652.69,2448.45,0.9769,0.9823,0.9814
202444.tif,202444.tif,"(512, 512, 4)",0.9971,9982.27,9281.36,8814.6,8770.1,1218.38,1109.02,1039.37,929.73,0.9956,0.9969,0.9918
202463.tif,202463.tif,"(512, 512, 4)",0.1371,645.54,825.48,873.27,2036.11,840.72,791.88,777.66,835.81,0.7253,0.7715,0.7216
202472.tif,202472.tif,"(512, 512, 4)",0.3782,1198.0,1333.31,1550.61,2183.0,1510.93,1465.61,1450.69,1454.78,0.9655,0.9769,0.9829
202664.tif,202664.tif,"(512, 512, 4)",1.0,10911.96,10220.54,9730.81,9528.9,838.0,786.69,754.76,717.2,0.9848,0.9897,0.9893
202827.tif,202827.tif,"(512, 512, 4)",1.0,2500.98,2536.8,2510.19,2992.04,1016.45,927.4,852.75,783.05,0.9846,0.9844,0.9626
202972.tif,202972.tif,"(512, 512, 4)",1.0,3934.99,3826.64,3589.23,5051.25,1145.56,1087.04,1096.09,761.42,0.9163,0.9299,0.9142
202988.tif,202988.tif,"(512, 512, 4)",0.5278,1140.26,1290.55,1192.12,2535.54,1465.44,1413.08,1379.53,1277.95,0.9386,0.9512,0.9459
203050.tif,203050.tif,"(512, 512, 4)",0.9955,5727.03,5555.59,5344.85,5585.36,2746.6,2629.03,2559.11,2133.81,0.9931,0.9944,0.9906
203198.tif,203198.tif,"(512, 512, 4)",0.9387,2272.61,2226.82,2054.72,3516.38,2206.54,2131.54,2174.22,1700.72,0.8846,0.8946,0.8859
203225.tif,203225.tif,"(512, 512, 4)",1.0,8712.65,8155.01,7794.79,7684.74,1494.84,1424.26,1372.88,1328.61,0.9926,0.9949,0.9919
203398.tif,203398.tif,"(512, 512, 4)",1.0,5306.74,5024.01,4860.03,4944.52,1480.22,1336.02,1202.59,1146.06,0.9957,0.9957,0.9828
203479.tif,203479.tif,"(512, 512, 4)",1.0,2481.44,2519.76,2368.93,3793.97,713.9,637.1,597.7,459.97,0.9302,0.94,0.9062
203550.tif,203550.tif,"(512, 512, 4)",0.3235,1597.5,1642.64,1591.62,2421.25,811.39,904.77,1071.89,1136.8,0.9347,0.9483,0.9443
203782.tif,203782.tif,"(512, 512, 4)",0.9992,4708.89,4453.01,4176.79,5017.42,1998.44,1841.05,1766.32,1485.23,0.9937,0.9955,0.9822
203896.tif,203896.tif,"(512, 512, 4)",0.5682,1347.43,1405.29,1289.13,2540.53,471.54,434.66,414.7,403.75,0.9349,0.9438,0.8277
203919.tif,203919.tif,"(512, 512, 4)",0.3674,1152.48,1356.55,1195.88,3033.64,1469.56,1365.95,1343.57,1267.97,0.7715,0.8144,0.7846
203996.tif,203996.tif,"(512, 512, 4)",0.9864,1598.59,1738.74,1993.17,2393.42,472.08,438.21,446.95,515.47,0.7894,0.8679,0.9382
204053.tif,204053.tif,"(512, 512, 4)",0.9556,4117.55,3983.67,4086.83,4438.9,2684.07,2468.41,2286.73,2206.86,0.9825,0.9895,0.9889
204180.tif,204180.tif,"(512, 512, 4)",0.9198,4214.57,4102.35,3906.82,5279.1,2943.92,2820.86,2858.52,2009.74,0.9389,0.9451,0.9404
204411.tif,204411.tif,"(512, 512, 4)",0.8643,2219.01,3031.51,4185.82,5290.33,464.48,382.59,356.25,424.43,0.4851,0.6657,0.9159
204441.tif,204441.tif,"(512, 512, 4)",1.0,10991.66,10864.26,11595.25,12168.86,3578.87,3767.3,3919.73,3849.52,0.9528,0.9602,0.9868
204442.tif,204442.tif,"(512, 512, 4)",0.5188,1554.89,1669.74,1564.41,3046.27,1985.67,1859.49,1795.68,1507.35,0.9104,0.929,0.927
204555.tif,204555.tif,"(512, 512, 4)",1.0,3394.55,3277.03,3029.9,4282.78,1697.41,1565.56,1510.1,1207.78,0.9908,0.9914,0.9734
204657.tif,204657.tif,"(512, 512, 4)",0.1055,734.4,856.11,892.55,1932.76,1296.08,1245.1,1240.64,1268.58,0.8654,0.8823,0.8765
204721.tif,204721.tif,"(512, 512, 4)",0.0,5249.69,4833.61,4341.1,5375.92,1876.8,1693.76,1592.46,1320.86,0.9891,0.9878,0.9524
204823.tif,204823.tif,"(512, 512, 4)",0.6403,1749.21,1853.05,1840.34,2240.8,1164.42,1104.95,1086.32,1185.85,0.8708,0.8939,0.9048
204837.tif,204837.tif,"(512, 512, 4)",0.4338,972.32,1172.7,1004.45,3045.89,1086.04,1011.98,1057.1,1621.89,0.3435,0.3925,0.2242
204904.tif,204904.tif,"(512, 512, 4)",0.3598,2243.55,2195.52,1999.69,3586.97,2182.34,2093.87,2113.26,1696.42,0.8789,0.8886,0.8766
204917.tif,204917.tif,"(512, 512, 4)",0.1402,865.21,958.86,821.51,2896.61,958.25,932.3,966.84,1026.75,0.6093,0.64,0.5501
204998.tif,204998.tif,"(512, 512, 4)",1.0,1545.1,1417.87,1270.71,980.34,487.58,411.68,369.05,291.21,0.9687,0.976,0.9675
205065.tif,205065.tif,"(512, 512, 4)",0.0497,191.6,207.61,133.68,360.9,108.54,160.84,134.1,833.69,0.3142,0.8078,0.6856
205071.tif,205071.tif,"(512, 512, 4)",0.1618,695.58,793.52,833.65,1476.47,188.53,207.73,248.57,437.77,0.5396,0.6128,0.5035
205149.tif,205149.tif,"(512, 512, 4)",0.2167,683.98,758.08,577.13,2953.15,963.56,918.64,935.99,896.71,0.6322,0.666,0.6348
205239.tif,205239.tif,"(512, 512, 4)",0.6013,1472.42,1548.21,1362.03,3600.48,1406.54,1346.39,1386.41,1040.44,0.7184,0.7413,0.7133
205272.tif,205272.tif,"(512, 512, 4)",0.0483,307.97,484.01,288.49,2852.39,75.99,108.35,108.49,433.21,-0.0491,0.1201,-0.2199
205345.tif,205345.tif,"(512, 512, 4)",0.1387,946.83,1299.73,1379.42,2061.9,1004.39,932.11,968.01,1359.58,0.4688,0.4612,0.2608
205389.tif,205389.tif,"(512, 512, 4)",0.3502,948.79,772.48,658.6,638.41,1232.45,1184.65,1190.93,1236.34,0.9973,0.997,0.9889
205409.tif,205409.tif,"(512, 512, 4)",0.3733,1630.6,1778.12,1578.41,3277.65,2073.22,1925.64,1908.18,1515.41,0.8689,0.8904,0.8766
205428.tif,205428.tif,"(512, 512, 4)",0.4918,2324.96,2467.56,2253.38,4167.03,2936.12,2670.16,2615.09,1938.71,0.9149,0.9255,0.9137
205641.tif,205641.tif,"(512, 512, 4)",1.0,11099.4,10382.69,9840.02,9175.94,668.46,630.82,604.63,562.88,0.9908,0.9955,0.9936
205797.tif,205797.tif,"(512, 512, 4)",0.951,4754.54,4429.86,4293.68,4514.1,3165.77,2916.96,2737.59,2628.11,0.9952,0.9953,0.9914
205885.tif,205885.tif,"(512, 512, 4)",0.0699,620.16,746.22,521.99,3210.12,766.98,746.26,770.57,731.08,0.6599,0.6932,0.6642
205896.tif,205896.tif,"(512, 512, 4)",1.0,1475.4,1637.34,1381.41,3657.73,707.22,634.16,600.49,638.99,0.7419,0.7858,0.7156
205907.tif,205907.tif,"(512, 512, 4)",0.6294,1254.9,1103.65,1026.97,1011.76,1938.6,1856.39,1814.46,1801.45,0.9995,0.9997,0.9995
205939.tif,205939.tif,"(512, 512, 4)",0.2271,727.7,941.67,706.55,2894.11,1049.48,981.62,967.3,948.87,0.7193,0.7681,0.7252
206053.tif,206053.tif,"(512, 512, 4)",1.0,3425.32,3363.27,3184.06,4334.37,917.73,839.73,790.59,739.03,0.97,0.9671,0.8919
206210.tif,206210.tif,"(512, 512, 4)",0.9903,1935.96,2018.3,1843.79,3417.95,1165.67,1044.78,990.91,813.85,0.875,0.8919,0.8762
206355.tif,206355.tif,"(512, 512, 4)",0.9057,2608.54,2585.81,2637.5,3195.55,1910.09,1758.86,1657.59,1635.86,0.9688,0.9787,0.9658
206663.tif,206663.tif,"(512, 512, 4)",0.7973,3200.39,3178.59,3055.08,4702.62,2355.82,2268.59,2265.83,2288.21,0.9355,0.9469,0.941
206694.tif,206694.tif,"(512, 512, 4)",0.6044,3833.59,3716.74,3642.23,4198.09,4146.09,3979.05,3862.06,3661.48,0.9844,0.9897,0.9885
206851.tif,206851.tif,"(512, 512, 4)",0.1557,665.29,950.06,812.46,3637.45,668.24,600.32,599.21,793.55,0.3622,0.4509,0.2889
206857.tif,206857.tif,"(512, 512, 4)",0.9717,7578.7,7288.08,6950.8,7239.79,3998.2,3761.89,3640.78,3101.64,0.981,0.986,0.9803
207175.tif,207175.tif,"(512, 512, 4)",1.0,1973.65,1880.23,1638.84,2709.98,1603.3,1493.49,1451.57,1403.02,0.9451,0.952,0.9178
207197.tif,207197.tif,"(512, 512, 4)",0.9924,1739.08,1864.37,1598.74,3975.39,923.64,818.92,781.34,669.44,0.8026,0.8314,0.7687
207241.tif,207241.tif,"(512, 512, 4)",0.0,2768.82,2908.26,2799.98,3979.31,1567.66,1447.63,1392.15,1136.72,0.9726,0.9764,0.9676
207282.tif,207282.tif,"(512, 512, 4)",0.1333,1251.72,1541.32,1532.26,3130.63,1180.48,1141.01,1220.4,1030.91,0.7706,0.8056,0.7493
207348.tif,207348.tif,"(512, 512, 4)",0.1958,1103.67,1420.83,1870.63,2790.25,401.15,401.98,464.46,578.95,0.6426,0.7886,0.8348
207391.tif,207391.tif,"(512, 512, 4)",0.3789,1633.93,1782.65,1594.76,3416.76,1938.14,1827.57,1826.15,1601.74,0.8326,0.8619,0.8327
207392.tif,207392.tif,"(512, 512, 4)",0.9995,7075.12,6857.3,6587.48,6725.22,2942.58,2813.84,2749.51,2209.43,0.9888,0.9916,0.9897
207402.tif,207402.tif,"(512, 512, 4)",0.8588,1940.89,2018.13,1878.83,3118.41,1894.19,1760.58,1718.64,1581.72,0.9407,0.952,0.9386
207458.tif,207458.tif,"(512, 512, 4)",0.679,2968.41,2849.93,2724.31,3737.54,2752.15,2614.52,2598.14,2539.34,0.9687,0.9762,0.9739
207473.tif,207473.tif,"(512, 512, 4)",0.5595,1408.93,1432.88,1258.83,3293.42,1581.33,1518.33,1553.62,1272.9,0.7536,0.7779,0.7628
207570.tif,207570.tif,"(512, 512, 4)",0.1565,1097.56,1360.22,1643.24,2968.95,1025.32,961.78,1037.09,902.47,0.7097,0.7661,0.7482
207573.tif,207573.tif,"(512, 512, 4)",0.2669,1633.68,1835.47,1818.58,3210.44,2796.01,2512.45,2344.82,1829.04,0.9662,0.9683,0.9574
207581.tif,207581.tif,"(512, 512, 4)",0.5099,1388.45,1227.8,1112.28,1105.6,1570.5,1524.9,1535.74,1594.82,0.9979,0.9978,0.9897
207650.tif,207650.tif,"(512, 512, 4)",0.1192,520.61,500.98,385.59,330.38,286.0,279.57,280.42,266.5,0.9944,0.9947,0.9907
207697.tif,207697.tif,"(512, 512, 4)",1.0,2194.75,1982.75,1634.45,1550.72,125.74,116.04,110.16,110.49,0.9715,0.9753,0.953
207786.tif,207786.tif,"(512, 512, 4)",0.8385,913.38,997.75,788.7,3472.57,541.02,505.53,513.4,492.82,0.4654,0.5098,0.4651
207903.tif,207903.tif,"(512, 512, 4)",0.0,463.51,491.05,410.04,326.92,23.73,23.28,21.21,18.37,0.5696,0.5527,0.5682
207932.tif,207932.tif,"(512, 512, 4)",0.4758,2214.8,2321.09,2200.16,3627.91,3118.36,2849.3,2722.23,2232.79,0.911,0.9239,0.9122
208013.tif,208013.tif,"(512, 512, 4)",0.9427,3437.19,3447.78,3327.8,4649.92,3293.58,2995.44,2837.44,2164.87,0.9257,0.9362,0.9281
208111.tif,208111.tif,"(512, 512, 4)",0.1413,738.01,878.9,672.75,970.98,678.03,633.03,643.26,1382.8,0.4439,0.4693,0.4316
208214.tif,208214.tif,"(512, 512, 4)",0.1945,534.33,787.82,496.29,3638.92,776.97,725.1,754.53,853.29,0.4206,0.4935,0.4046
208239.tif,208239.tif,"(512, 512, 4)",1.0,1121.59,1133.62,1018.1,953.97,394.51,365.68,353.93,324.46,0.9909,0.994,0.9885
208304.tif,208304.tif,"(512, 512, 4)",0.0,328.92,258.35,143.21,105.87,30.72,30.46,27.85,23.2,0.7942,0.8308,0.6804
208310.tif,208310.tif,"(512, 512, 4)",0.4068,866.05,930.69,825.96,705.98,458.64,440.59,430.83,417.17,0.995,0.9927,0.9915
208529.tif,208529.tif,"(512, 512, 4)",0.9723,4549.25,4442.36,4350.26,4799.33,3051.15,2784.94,2565.39,2192.03,0.9882,0.9924,0.9907
208584.tif,208584.tif,"(512, 512, 4)",0.0172,508.17,728.54,954.31,1859.57,151.04,197.3,305.57,346.01,0.4901,0.5942,0.5046
208618.tif,208618.tif,"(512, 512, 4)",0.9975,3579.67,3255.59,2777.49,2647.06,264.86,242.48,209.51,199.9,0.9886,0.9881,0.9835
208633.tif,208633.tif,"(512, 512, 4)",0.643,1650.85,1815.76,1683.74,3145.28,1984.39,1890.98,1889.49,1578.52,0.9265,0.9397,0.9304
208699.tif,208699.tif,"(512, 512, 4)",0.5982,1937.54,1739.55,1621.69,1520.86,2476.82,2368.53,2305.91,2228.2,0.9982,0.9985,0.9919
208751.tif,208751.tif,"(512, 512, 4)",0.9338,5172.69,4960.82,4614.43,5472.51,3592.36,3367.06,3328.17,2551.64,0.9685,0.9745,0.9703
208975.tif,208975.tif,"(512, 512, 4)",0.0449,477.96,640.91,743.83,1742.47,419.12,416.29,453.7,528.66,0.7277,0.7811,0.6945
208976.tif,208976.tif,"(512, 512, 4)",0.5243,2846.98,3020.52,2965.31,3386.74,3088.69,2812.7,2667.89,2588.81,0.9085,0.9076,0.8659
208998.tif,208998.tif,"(512, 512, 4)",0.5351,1677.69,1787.78,1655.22,2970.04,1916.0,1821.25,1800.73,1612.4,0.923,0.9372,0.9291
209159.tif,209159.tif,"(512, 512, 4)",0.0903,675.55,667.07,620.75,577.26,155.67,152.95,151.11,145.82,0.9639,0.968,0.8963
209167.tif,209167.tif,"(512, 512, 4)",0.0,534.62,368.38,88.72,58.04,59.16,58.42,14.2,9.47,0.1927,0.2611,0.359
209493.tif,209493.tif,"(512, 512, 4)",0.3246,1579.38,1608.73,1458.11,2638.51,2365.47,2246.08,2198.44,1907.78,0.9507,0.9598,0.9527
209627.tif,209627.tif,"(512, 512, 4)",1.0,8804.72,8054.83,7436.67,7667.72,2238.3,1983.53,1830.12,1390.49,0.9895,0.9957,0.9846
209680.tif,209680.tif,"(512, 512, 4)",0.4495,2480.51,2709.4,2954.43,3505.21,1883.78,1743.32,1670.67,1488.88,0.9376,0.9587,0.9594
209812.tif,209812.tif,"(512, 512, 4)",1.0,7213.36,6987.85,6746.37,6440.52,2053.66,2129.65,2175.47,2114.81,0.9908,0.9974,0.9954
210010.tif,210010.tif,"(512, 512, 4)",0.9999,8271.1,7622.02,7070.79,6793.43,2746.51,2573.22,2471.75,2101.97,0.9656,0.977,0.9801
210280.tif,210280.tif,"(512, 512, 4)",0.0415,338.04,223.62,105.57,75.02,61.84,59.59,60.21,61.61,0.9467,0.9653,0.9767
210639.tif,210639.tif,"(512, 512, 4)",1.0,11075.33,10731.93,11426.69,11823.56,2792.97,2912.85,3021.62,3086.74,0.9587,0.9677,0.9867
210665.tif,210665.tif,"(512, 512, 4)",0.9925,2189.4,2307.36,2618.53,3120.01,894.16,797.71,728.68,703.26,0.9137,0.9366,0.9553
210766.tif,210766.tif,"(512, 512, 4)",0.7665,2384.19,2560.98,2759.87,3213.28,1725.46,1610.7,1533.05,1413.37,0.9468,0.9682,0.977
210790.tif,210790.tif,"(512, 512, 4)",0.0769,811.92,1021.04,1001.85,2779.7,715.86,706.86,737.26,838.05,0.6581,0.7208,0.6951
211072.tif,211072.tif,"(512, 512, 4)",1.0,1609.1,1559.43,1246.4,2899.6,720.99,676.88,633.44,762.35,0.8642,0.8733,0.8078
211090.tif,211090.tif,"(512, 512, 4)",1.0,3180.71,2966.93,2791.44,2600.19,1219.72,1177.82,1172.57,1115.62,0.9972,0.9988,0.9975
211291.tif,211291.tif,"(512, 512, 4)",0.9752,1670.14,1630.97,1309.99,2862.56,851.79,806.05,782.3,843.26,0.8891,0.894,0.8427
211341.tif,211341.tif,"(512, 512, 4)",0.5928,2046.16,2170.9,1904.91,4036.21,2319.43,2186.01,2214.8,1618.27,0.8726,0.891,0.876
211410.tif,211410.tif,"(512, 512, 4)",0.1852,1429.11,1642.93,1457.78,2966.89,1982.38,1813.93,1762.11,1502.01,0.892,0.9087,0.8915
211425.tif,211425.tif,"(512, 512, 4)",1.0,5601.34,5191.32,4753.14,5249.71,2028.77,1787.23,1678.13,1307.85,0.9838,0.9886,0.976
211486.tif,211486.tif,"(512, 512, 4)",0.9465,2576.86,2629.83,2664.88,3180.55,881.7,947.67,1105.34,1155.36,0.9424,0.9536,0.9536
211495.tif,211495.tif,"(512, 512, 4)",0.999,5163.5,5038.75,4829.35,5277.14,3012.68,2890.91,2840.9,2290.36,0.9866,0.9898,0.987
211496.tif,211496.tif,"(512, 512, 4)",0.1563,581.94,410.55,300.13,273.53,631.2,599.91,586.71,573.25,0.9972,0.9984,0.9956
211579.tif,211579.tif,"(512, 512, 4)",0.3994,1268.87,1405.26,1260.99,3146.93,1562.74,1457.99,1411.36,1292.73,0.8413,0.8639,0.8505
211636.tif,211636.tif,"(512, 512, 4)",0.0,718.31,840.99,812.15,1924.02,118.62,154.32,236.96,475.87,0.3594,0.5528,0.2899
211642.tif,211642.tif,"(512, 512, 4)",0.9857,8429.33,7983.14,7786.45,7806.69,2388.53,2279.7,2236.57,2299.52,0.999,0.9988,0.9967
211726.tif,211726.tif,"(512, 512, 4)",1.0,1313.89,1665.96,1578.88,3739.02,678.59,628.8,662.67,577.21,0.602,0.6342,0.5273
211760.tif,211760.tif,"(512, 512, 4)",0.5225,1444.05,1654.06,1407.55,3774.33,1798.38,1684.5,1708.09,1389.47,0.768,0.8056,0.777
211764.tif,211764.tif,"(512, 512, 4)",1.0,6700.65,6300.2,5956.32,6206.82,1750.93,1648.51,1599.31,1233.52,0.9975,0.9978,0.9954
211834.tif,211834.tif,"(512, 512, 4)",0.6524,3416.87,3387.58,2973.19,4352.42,3802.31,3354.16,3182.68,2387.56,0.9603,0.9675,0.9591
211871.tif,211871.tif,"(512, 512, 4)",0.9475,5186.66,5075.92,4860.44,5351.78,3233.96,3069.27,2979.84,2349.46,0.9807,0.9829,0.9796
211954.tif,211954.tif,"(512, 512, 4)",1.0,2914.03,2652.27,2227.19,2121.4,234.85,219.4,194.03,183.06,0.9852,0.9848,0.9771
211957.tif,211957.tif,"(512, 512, 4)",0.9992,5347.25,5133.02,4886.19,6127.6,2273.75,2178.07,2199.72,1957.31,0.9666,0.9769,0.9781
212002.tif,212002.tif,"(512, 512, 4)",0.7434,1330.91,1536.35,1577.6,2879.78,1119.08,1048.17,1041.43,998.17,0.8492,0.8857,0.8823
212157.tif,212157.tif,"(512, 512, 4)",0.0068,468.66,749.96,660.93,2164.81,260.48,231.47,453.85,1448.69,-0.9014,-0.8086,-0.9356
212168.tif,212168.tif,"(512, 512, 4)",0.896,1923.15,2673.26,3614.74,4446.62,489.16,438.01,410.55,427.41,0.7579,0.8687,0.9592
212178.tif,212178.tif,"(512, 512, 4)",1.0,1972.63,2106.45,2446.42,2948.22,593.9,515.2,448.82,423.5,0.8208,0.8669,0.9304
212214.tif,212214.tif,"(512, 512, 4)",0.3101,612.74,892.43,722.92,3096.63,526.88,498.98,531.64,690.06,0.3944,0.4867,0.3401
212235.tif,212235.tif,"(512, 512, 4)",0.1252,767.45,964.69,959.12,2401.02,915.7,884.87,890.68,1067.58,0.7208,0.7771,0.7583
212255.tif,212255.tif,"(512, 512, 4)",1.0,2426.68,2347.71,2061.61,3388.21,918.2,817.56,755.86,701.2,0.9404,0.9419,0.8815
212512.tif,212512.tif,"(512, 512, 4)",0.9897,6526.23,6139.66,6018.2,6256.77,2806.26,2572.0,2355.31,2262.79,0.9815,0.9916,0.9876
212537.tif,212537.tif,"(512, 512, 4)",1.0,13018.59,11488.08,10406.43,9562.79,3971.55,3552.09,3257.43,2843.86,0.9951,0.9955,0.9834
212608.tif,212608.tif,"(512, 512, 4)",0.9886,9683.32,8890.95,8285.5,7939.08,4084.73,3706.98,3531.54,2793.27,0.9775,0.9832,0.9754
212718.tif,212718.tif,"(512, 512, 4)",0.6611,4809.88,4673.32,4588.23,4965.61,4159.6,3968.18,3815.59,3628.0,0.9891,0.9922,0.9894
212860.tif,212860.tif,"(512, 512, 4)",1.0,10968.41,10317.01,9787.5,9131.74,450.87,438.73,433.33,412.41,0.9741,0.9869,0.9863
213000.tif,213000.tif,"(512, 512, 4)",0.0,2174.19,2338.64,2375.0,3292.16,607.64,573.21,563.89,623.65,0.9225,0.9551,0.9708
213054.tif,213054.tif,"(512, 512, 4)",0.6217,4355.52,4180.54,4085.28,4658.1,4432.13,4174.44,3968.22,3734.0,0.9847,0.9899,0.9877
213132.tif,213132.tif,"(512, 512, 4)",0.3925,2406.36,2579.52,2737.8,2750.8,1610.66,1462.51,1341.01,1240.27,0.9744,0.988,0.9973
213206.tif,213206.tif,"(512, 512, 4)",1.0,5531.47,5003.37,4454.44,5085.31,1062.67,934.87,887.55,622.43,0.9463,0.9547,0.9422
213284.tif,213284.tif,"(512, 512, 4)",0.0,497.35,803.98,1113.13,2273.38,163.57,222.67,409.82,484.62,0.072,0.2084,0.054
213346.tif,213346.tif,"(512, 512, 4)",1.0,6528.22,6063.91,5728.68,5376.56,433.18,411.63,397.12,381.25,0.9936,0.9927,0.9828
213349.tif,213349.tif,"(512, 512, 4)",0.0958,558.56,910.03,865.95,2705.02,251.47,289.4,423.08,577.2,0.0877,0.1426,-0.0814
213355.tif,213355.tif,"(512, 512, 4)",0.0,870.91,1215.37,1748.99,2363.08,132.56,193.6,296.68,365.38,0.6534,0.7321,0.6958
213365.tif,213365.tif,"(512, 512, 4)",0.9913,3385.34,3263.06,2997.75,4351.98,2308.83,2169.57,2141.06,1475.13,0.9217,0.9313,0.9238
213475.tif,213475.tif,"(512, 512, 4)",0.9996,3488.3,3379.35,3219.76,4213.81,1345.09,1308.36,1329.6,974.85,0.9577,0.963,0.9481
213609.tif,213609.tif,"(512, 512, 4)",0.9632,2519.55,2815.93,2820.77,4238.87,1659.31,1525.49,1508.97,1150.57,0.9108,0.9247,0.9075
213668.tif,213668.tif,"(512, 512, 4)",1.0,5664.73,5368.36,4996.41,5615.18,553.97,500.8,461.01,433.42,0.991,0.9925,0.9919
213697.tif,213697.tif,"(512, 512, 4)",0.1547,706.47,698.61,657.13,598.35,386.46,375.6,376.0,362.43,0.9918,0.9943,0.978
214027.tif,214027.tif,"(512, 512, 4)",0.969,1864.77,1841.45,1651.78,3558.94,1110.04,1057.09,1078.27,784.19,0.8,0.8203,0.797
214119.tif,214119.tif,"(512, 512, 4)",1.0,464.27,425.48,363.53,337.85,960.7,924.34,906.36,896.77,0.9976,0.9986,0.9943
214176.tif,214176.tif,"(512, 512, 4)",1.0,3115.01,2915.91,2170.64,1947.32,160.09,143.19,128.59,130.22,0.9563,0.9562,0.9551
214266.tif,214266.tif,"(512, 512, 4)",0.7994,2654.83,2565.43,2468.21,3457.32,2354.55,2247.82,2233.51,2155.98,0.9461,0.9553,0.9492
214351.tif,214351.tif,"(512, 512, 4)",0.0609,961.82,1277.76,1305.89,2107.17,556.32,557.3,669.58,1036.72,-0.2799,-0.3062,-0.4445
214532.tif,214532.tif,"(512, 512, 4)",0.3356,2402.23,2353.9,2285.07,2257.1,740.31,700.73,685.68,657.32,0.904,0.9508,0.988
214576.tif,214576.tif,"(512, 512, 4)",0.7549,2116.77,2610.72,3396.24,4187.49,496.25,431.82,391.57,416.85,0.7668,0.8367,0.8613
214626.tif,214626.tif,"(512, 512, 4)",1.0,5355.93,5062.4,4807.86,5313.74,692.26,648.74,628.15,504.01,0.9906,0.9905,0.9782
214677.tif,214677.tif,"(512, 512, 4)",0.5702,2660.49,2618.0,2379.7,4158.67,2523.21,2389.98,2394.56,1794.07,0.9075,0.9185,0.9091
214682.tif,214682.tif,"(512, 512, 4)",1.0,2787.41,2914.16,2935.04,3700.08,783.17,724.8,699.31,689.93,0.9255,0.9435,0.9243
214695.tif,214695.tif,"(512, 512, 4)",0.6121,2489.61,2577.41,2412.45,3659.73,2681.96,2543.35,2523.13,1971.14,0.9583,0.9664,0.9623
214928.tif,214928.tif,"(512, 512, 4)",0.9984,7349.39,7004.66,6814.11,6940.35,2758.36,2652.64,2602.08,2537.1,0.9944,0.9953,0.9914
214975.tif,214975.tif,"(512, 512, 4)",0.0502,381.53,690.92,443.58,4001.23,506.46,477.59,484.38,918.12,0.3107,0.4143,0.2381
215027.tif,215027.tif,"(512, 512, 4)",0.5373,1185.85,1289.45,1303.34,2206.38,468.37,515.95,613.23,717.66,0.8601,0.8737,0.8411
215233.tif,215233.tif,"(512, 512, 4)",0.3752,589.23,782.47,698.04,2204.34,469.53,457.4,461.81,482.32,0.7572,0.8005,0.7402
215266.tif,215266.tif,"(512, 512, 4)",0.1393,369.96,539.21,330.27,3149.58,323.08,316.62,324.98,557.41,0.2598,0.3692,0.2396
215482.tif,215482.tif,"(512, 512, 4)",0.0,976.94,1281.75,1512.55,1632.22,347.54,429.32,493.45,463.39,0.8823,0.9249,0.9432
215674.tif,215674.tif,"(512, 512, 4)",0.1038,1323.32,1698.63,2064.01,2553.6,480.74,516.84,600.02,554.25,0.8009,0.8674,0.858
215717.tif,215717.tif,"(512, 512, 4)",1.0,9466.9,8618.32,7932.47,7980.13,1047.64,933.26,863.61,672.26,0.9741,0.9725,0.9278
215795.tif,215795.tif,"(512, 512, 4)",0.8819,5281.53,5038.33,4746.18,5334.49,3020.7,2899.77,2892.75,2270.98,0.9784,0.9814,0.9783
215830.tif,215830.tif,"(512, 512, 4)",1.0,2366.98,2346.48,2088.69,3109.78,1208.73,1071.54,992.2,928.42,0.8923,0.905,0.8964
216229.tif,216229.tif,"(512, 512, 4)",1.0,4885.84,4691.62,4565.4,4816.8,1886.97,1734.88,1628.01,1434.21,0.9971,0.9975,0.995
216242.tif,216242.tif,"(512, 512, 4)",0.9979,8362.76,8261.18,8068.08,7910.75,1993.98,2008.11,2011.88,1839.0,0.9817,0.9915,0.9888
216276.tif,216276.tif,"(512, 512, 4)",0.9942,5163.8,4823.52,4989.1,5260.25,2534.81,2694.89,3102.81,3479.76,0.979,0.9916,0.9962
216308.tif,216308.tif,"(512, 512, 4)",0.9977,2237.63,2063.98,1965.51,1927.18,1174.07,1130.48,1099.54,1078.8,0.9992,0.9995,0.9989
